Year,Team,Pick,Round,Round Pick,Player
2015.0,Team(Pinkiest Pinkster),1.0,1.0,1.0,Joique Bell
2015.0,Team(Chalupa Batman),2.0,1.0,2.0,Jamaal Charles
2015.0,Team(Ben's  Basketballs),3.0,1.0,3.0,Adrian Peterson
2015.0,Team(Seattle Mist),4.0,1.0,4.0,DeMarco Murray
2015.0,Team(Babanusa Battle Turtles),5.0,1.0,5.0,Eddie Lacy
2015.0,Team(The Huskies),6.0,1.0,6.0,Antonio Brown
2015.0,Team(Rigger _),7.0,1.0,7.0,Aaron Rodgers
2015.0,Team(Team skittles),8.0,1.0,8.0,Marshawn Lynch
2015.0,Team(Trinidad Tribal Sharks),9.0,1.0,9.0,LeSean McCoy
2015.0,Team(L.A. Wheat Thins),10.0,1.0,10.0,Arian Foster
2015.0,Team(Tittsburgh Feelers),11.0,1.0,11.0,C.J. Anderson
2015.0,Team(Team Zobel),12.0,1.0,12.0,Matt Forte
2015.0,Team(Pinkiest Pinkster),13.0,2.0,1.0,Le'Veon Bell
2015.0,Team(Chalupa Batman),14.0,2.0,2.0,Calvin Johnson
2015.0,Team(Ben's  Basketballs),15.0,2.0,3.0,Julio Jones
2015.0,Team(Seattle Mist),16.0,2.0,4.0,Russell Wilson
2015.0,Team(Babanusa Battle Turtles),17.0,2.0,5.0,Jordy Nelson
2015.0,Team(The Huskies),18.0,2.0,6.0,Jeremy Hill
2015.0,Team(Rigger _),19.0,2.0,7.0,Mark Ingram
2015.0,Team(Team skittles),20.0,2.0,8.0,Dez Bryant
2015.0,Team(Trinidad Tribal Sharks),21.0,2.0,9.0,Mike Evans
2015.0,Team(L.A. Wheat Thins),22.0,2.0,10.0,Rob Gronkowski
2015.0,Team(Tittsburgh Feelers),23.0,2.0,11.0,Andrew Luck
2015.0,Team(Team Zobel),24.0,2.0,12.0,Demaryius Thomas
2015.0,Team(Pinkiest Pinkster),25.0,3.0,1.0,Odell Beckham Jr.
2015.0,Team(Chalupa Batman),26.0,3.0,2.0,Jimmy Graham
2015.0,Team(Ben's  Basketballs),27.0,3.0,3.0,A.J. Green
2015.0,Team(Seattle Mist),28.0,3.0,4.0,T.Y. Hilton
2015.0,Team(Babanusa Battle Turtles),29.0,3.0,5.0,Ben Roethlisberger
2015.0,Team(The Huskies),30.0,3.0,6.0,Alshon Jeffery
2015.0,Team(Rigger _),31.0,3.0,7.0,Emmanuel Sanders
2015.0,Team(Team skittles),32.0,3.0,8.0,Melvin Gordon
2015.0,Team(Trinidad Tribal Sharks),33.0,3.0,9.0,Alfred Morris
2015.0,Team(L.A. Wheat Thins),34.0,3.0,10.0,Randall Cobb
2015.0,Team(Tittsburgh Feelers),35.0,3.0,11.0,DeAndre Hopkins
2015.0,Team(Team Zobel),36.0,3.0,12.0,Lamar Miller
2015.0,Team(Pinkiest Pinkster),37.0,4.0,1.0,Justin Forsett
2015.0,Team(Chalupa Batman),38.0,4.0,2.0,DeSean Jackson
2015.0,Team(Ben's  Basketballs),39.0,4.0,3.0,Todd Gurley
2015.0,Team(Seattle Mist),40.0,4.0,4.0,Latavius Murray
2015.0,Team(Babanusa Battle Turtles),41.0,4.0,5.0,Frank Gore
2015.0,Team(The Huskies),42.0,4.0,6.0,LeGarrette Blount
2015.0,Team(Rigger _),43.0,4.0,7.0,Carlos Hyde
2015.0,Team(Team skittles),44.0,4.0,8.0,Jordan Matthews
2015.0,Team(Trinidad Tribal Sharks),45.0,4.0,9.0,Keenan Allen
2015.0,Team(L.A. Wheat Thins),46.0,4.0,10.0,Jonathan Stewart
2015.0,Team(Tittsburgh Feelers),47.0,4.0,11.0,Brandin Cooks
2015.0,Team(Team Zobel),48.0,4.0,12.0,Kelvin Benjamin
2015.0,Team(Pinkiest Pinkster),49.0,5.0,1.0,Golden Tate
2015.0,Team(Chalupa Batman),50.0,5.0,2.0,Peyton Manning
2015.0,Team(Ben's  Basketballs),51.0,5.0,3.0,Rashad Jennings
2015.0,Team(Seattle Mist),52.0,5.0,4.0,Amari Cooper
2015.0,Team(Babanusa Battle Turtles),53.0,5.0,5.0,Julian Edelman
2015.0,Team(The Huskies),54.0,5.0,6.0,T.J. Yeldon
2015.0,Team(Rigger _),55.0,5.0,7.0,Kevin White
2015.0,Team(Team skittles),56.0,5.0,8.0,Joseph Randle
2015.0,Team(Trinidad Tribal Sharks),57.0,5.0,9.0,Andre Johnson
2015.0,Team(L.A. Wheat Thins),58.0,5.0,10.0,Sammy Watkins
2015.0,Team(Tittsburgh Feelers),59.0,5.0,11.0,Andre Ellington
2015.0,Team(Team Zobel),60.0,5.0,12.0,Drew Brees
2015.0,Team(Pinkiest Pinkster),61.0,6.0,1.0,Cam Newton
2015.0,Team(Chalupa Batman),62.0,6.0,2.0,Tre Mason
2015.0,Team(Ben's  Basketballs),63.0,6.0,3.0,Brandon Marshall
2015.0,Team(Seattle Mist),64.0,6.0,4.0,Greg Olsen
2015.0,Team(Babanusa Battle Turtles),65.0,6.0,5.0,Martellus Bennett
2015.0,Team(The Huskies),66.0,6.0,6.0,Nelson Agholor
2015.0,Team(Rigger _),67.0,6.0,7.0,Jeremy Maclin
2015.0,Team(Team skittles),68.0,6.0,8.0,Jarvis Landry
2015.0,Team(Trinidad Tribal Sharks),69.0,6.0,9.0,Isaiah Crowell
2015.0,Team(L.A. Wheat Thins),70.0,6.0,10.0,Mike Wallace
2015.0,Team(Tittsburgh Feelers),71.0,6.0,11.0,Allen Robinson
2015.0,Team(Team Zobel),72.0,6.0,12.0,Tevin Coleman
2015.0,Team(Pinkiest Pinkster),73.0,7.0,1.0,Vincent Jackson
2015.0,Team(Chalupa Batman),74.0,7.0,2.0,Malcom Floyd
2015.0,Team(Ben's  Basketballs),75.0,7.0,3.0,Breshad Perriman
2015.0,Team(Seattle Mist),76.0,7.0,4.0,Brandon LaFell
2015.0,Team(Babanusa Battle Turtles),77.0,7.0,5.0,Eric Decker
2015.0,Team(The Huskies),78.0,7.0,6.0,Bishop Sankey
2015.0,Team(Rigger _),79.0,7.0,7.0,Julius Thomas
2015.0,Team(Team skittles),80.0,7.0,8.0,Travis Kelce
2015.0,Team(Trinidad Tribal Sharks),81.0,7.0,9.0,Matthew Stafford
2015.0,Team(L.A. Wheat Thins),82.0,7.0,10.0,Martavis Bryant
2015.0,Team(Tittsburgh Feelers),83.0,7.0,11.0,Chris Ivory
2015.0,Team(Team Zobel),84.0,7.0,12.0,Giovani Bernard
2015.0,Team(Team Zobel),85.0,8.0,1.0,Torrey Smith
2015.0,Team(Tittsburgh Feelers),86.0,8.0,2.0,Roddy White
2015.0,Team(L.A. Wheat Thins),87.0,8.0,3.0,Matt Ryan
2015.0,Team(Trinidad Tribal Sharks),88.0,8.0,4.0,Larry Fitzgerald
2015.0,Team(Team skittles),89.0,8.0,5.0,Jordan Cameron
2015.0,Team(Rigger _),90.0,8.0,6.0,Duke Johnson Jr.
2015.0,Team(The Huskies),91.0,8.0,7.0,Jason Witten
2015.0,Team(Babanusa Battle Turtles),92.0,8.0,8.0,Stephen Gostkowski
2015.0,Team(Seattle Mist),93.0,8.0,9.0,Darren McFadden
2015.0,Team(Ben's  Basketballs),94.0,8.0,10.0,Davante Adams
2015.0,Team(Chalupa Batman),95.0,8.0,11.0,Seahawks D/ST
2015.0,Team(Pinkiest Pinkster),96.0,8.0,12.0,Marques Colston
2015.0,Team(Pinkiest Pinkster),97.0,9.0,1.0,Dwayne Allen
2015.0,Team(Chalupa Batman),98.0,9.0,2.0,Brian Quick
2015.0,Team(Ben's  Basketballs),99.0,9.0,3.0,Doug Martin
2015.0,Team(Seattle Mist),100.0,9.0,4.0,Percy Harvin
2015.0,Team(Babanusa Battle Turtles),101.0,9.0,5.0,Tom Brady
2015.0,Team(The Huskies),102.0,9.0,6.0,Ryan Tannehill
2015.0,Team(Rigger _),103.0,9.0,7.0,Jay Ajayi
2015.0,Team(Team skittles),104.0,9.0,8.0,Tony Romo
2015.0,Team(Trinidad Tribal Sharks),105.0,9.0,9.0,Philip Rivers
2015.0,Team(L.A. Wheat Thins),106.0,9.0,10.0,Ryan Mathews
2015.0,Team(Tittsburgh Feelers),107.0,9.0,11.0,C.J. Spiller
2015.0,Team(Team Zobel),108.0,9.0,12.0,Zach Ertz
2015.0,Team(Team Zobel),109.0,10.0,1.0,Charles Johnson
2015.0,Team(Tittsburgh Feelers),110.0,10.0,2.0,Delanie Walker
2015.0,Team(L.A. Wheat Thins),111.0,10.0,3.0,Denard Robinson
2015.0,Team(Trinidad Tribal Sharks),112.0,10.0,4.0,Owen Daniels
2015.0,Team(Team skittles),113.0,10.0,5.0,Eli Manning
2015.0,Team(Rigger _),114.0,10.0,6.0,Bills D/ST
2015.0,Team(The Huskies),115.0,10.0,7.0,Kendall Wright
2015.0,Team(Babanusa Battle Turtles),116.0,10.0,8.0,Rams D/ST
2015.0,Team(Seattle Mist),117.0,10.0,9.0,Victor Cruz
2015.0,Team(Ben's  Basketballs),118.0,10.0,10.0,Sam Bradford
2015.0,Team(Chalupa Batman),119.0,10.0,11.0,Teddy Bridgewater
2015.0,Team(Pinkiest Pinkster),120.0,10.0,12.0,Donte Moncrief
2015.0,Team(Pinkiest Pinkster),121.0,11.0,1.0,Jameis Winston
2015.0,Team(Chalupa Batman),122.0,11.0,2.0,Brandon Bolden
2015.0,Team(Ben's  Basketballs),123.0,11.0,3.0,Tyler Lockett
2015.0,Team(Seattle Mist),124.0,11.0,4.0,Cody Latimer
2015.0,Team(Babanusa Battle Turtles),125.0,11.0,5.0,Shane Vereen
2015.0,Team(The Huskies),126.0,11.0,6.0,Jets D/ST
2015.0,Team(Rigger _),127.0,11.0,7.0,Dorial Green-Beckham
2015.0,Team(Team skittles),128.0,11.0,8.0,Dolphins D/ST
2015.0,Team(Trinidad Tribal Sharks),129.0,11.0,9.0,Broncos D/ST
2015.0,Team(L.A. Wheat Thins),130.0,11.0,10.0,Texans D/ST
2015.0,Team(Tittsburgh Feelers),131.0,11.0,11.0,Eagles D/ST
2015.0,Team(Team Zobel),132.0,11.0,12.0,Colin Kaepernick
2015.0,Team(Team Zobel),133.0,12.0,1.0,Michael Crabtree
2015.0,Team(Tittsburgh Feelers),134.0,12.0,2.0,Marcus Mariota
2015.0,Team(L.A. Wheat Thins),135.0,12.0,3.0,Alfred Blue
2015.0,Team(Trinidad Tribal Sharks),136.0,12.0,4.0,Antonio Gates
2015.0,Team(Team skittles),137.0,12.0,5.0,DeVante Parker
2015.0,Team(Rigger _),138.0,12.0,6.0,Andy Dalton
2015.0,Team(The Huskies),139.0,12.0,7.0,David Cobb
2015.0,Team(Babanusa Battle Turtles),140.0,12.0,8.0,Josh Hill
2015.0,Team(Seattle Mist),141.0,12.0,9.0,Boobie Dixon
2015.0,Team(Ben's  Basketballs),142.0,12.0,10.0,Jaelen Strong
2015.0,Team(Chalupa Batman),143.0,12.0,11.0,Dan Bailey
2015.0,Team(Pinkiest Pinkster),144.0,12.0,12.0,Larry Donnell
2015.0,Team(Pinkiest Pinkster),145.0,13.0,1.0,Steven Hauschka
2015.0,Team(Chalupa Batman),146.0,13.0,2.0,Jermaine Kearse
2015.0,Team(Ben's  Basketballs),147.0,13.0,3.0,Terrance Williams
2015.0,Team(Seattle Mist),148.0,13.0,4.0,Ravens D/ST
2015.0,Team(Babanusa Battle Turtles),149.0,13.0,5.0,Steve Smith Sr.
2015.0,Team(The Huskies),150.0,13.0,6.0,Adam Vinatieri
2015.0,Team(Rigger _),151.0,13.0,7.0,Caleb Sturgis
2015.0,Team(Team skittles),152.0,13.0,8.0,Connor Barth
2015.0,Team(Trinidad Tribal Sharks),153.0,13.0,9.0,Cardinals D/ST
2015.0,Team(L.A. Wheat Thins),154.0,13.0,10.0,Anquan Boldin
2015.0,Team(Tittsburgh Feelers),155.0,13.0,11.0,John Brown
2015.0,Team(Team Zobel),156.0,13.0,12.0,Lions D/ST
2015.0,Team(Team Zobel),157.0,14.0,1.0,Justin Tucker
2015.0,Team(Tittsburgh Feelers),158.0,14.0,2.0,Colts D/ST
2015.0,Team(L.A. Wheat Thins),159.0,14.0,3.0,Matt Bryant
2015.0,Team(Trinidad Tribal Sharks),160.0,14.0,4.0,Cody Parkey
2015.0,Team(Team skittles),161.0,14.0,5.0,Marvin Jones
2015.0,Team(Rigger _),162.0,14.0,6.0,Austin Seferian-Jenkins
2015.0,Team(The Huskies),163.0,14.0,7.0,Carson Palmer
2015.0,Team(Babanusa Battle Turtles),164.0,14.0,8.0,Doug Baldwin
2015.0,Team(Seattle Mist),165.0,14.0,9.0,Matt Prater
2015.0,Team(Ben's  Basketballs),166.0,14.0,10.0,Mason Crosby
2015.0,Team(Chalupa Batman),167.0,14.0,11.0,Pierre Garcon
2015.0,Team(Pinkiest Pinkster),168.0,14.0,12.0,Bengals D/ST
2015.0,Team(Pinkiest Pinkster),169.0,15.0,1.0,DeAngelo Williams
2015.0,Team(Chalupa Batman),170.0,15.0,2.0,
2015.0,Team(Ben's  Basketballs),171.0,15.0,3.0,Panthers D/ST
2015.0,Team(Seattle Mist),172.0,15.0,4.0,Nick Toon
2015.0,Team(Babanusa Battle Turtles),173.0,15.0,5.0,Shaun Suisham
2015.0,Team(The Huskies),174.0,15.0,6.0,Tim Tebow
2015.0,Team(Rigger _),175.0,15.0,7.0,Nick Foles
2015.0,Team(Team skittles),176.0,15.0,8.0,David Johnson
2015.0,Team(Trinidad Tribal Sharks),177.0,15.0,9.0,Nick Novak
2015.0,Team(L.A. Wheat Thins),178.0,15.0,10.0,Joe Flacco
2015.0,Team(Tittsburgh Feelers),179.0,15.0,11.0,Dan Carpenter
2015.0,Team(Team Zobel),180.0,15.0,12.0,Javorius Allen
2016.0,Team(Mickey Town),1.0,1.0,1.0,Devonta Freeman
2016.0,Team(Team Zobel),2.0,1.0,2.0,Doug Baldwin
2016.0,Team(L.A. Wheat Thins),3.0,1.0,3.0,Dez Bryant
2016.0,Team(Rigger _),4.0,1.0,4.0,David Johnson
2016.0,Team(Sienna Seagulls ),5.0,1.0,5.0,Mark Ingram
2016.0,Team(Ben's  Basketballs),6.0,1.0,6.0,Julio Jones
2016.0,Team(Pinkiest Pinksters),7.0,1.0,7.0,Doug Martin
2016.0,Team(Trinidad Tribal Sharks),8.0,1.0,8.0,Mike Evans
2016.0,Team(Babanusa Battle Turtles),9.0,1.0,9.0,Jordy Nelson
2016.0,Team(Tittsburgh Feelers),10.0,1.0,10.0,Adrian Peterson
2016.0,Team(Money Ball),11.0,1.0,11.0,Antonio Brown
2016.0,Team(Seattle Mist),12.0,1.0,12.0,Odell Beckham Jr.
2016.0,Team(Mickey Town),13.0,2.0,1.0,Brandin Cooks
2016.0,Team(Team Zobel),14.0,2.0,2.0,Andrew Luck
2016.0,Team(L.A. Wheat Thins),15.0,2.0,3.0,Rob Gronkowski
2016.0,Team(Rigger _),16.0,2.0,4.0,Sammy Watkins
2016.0,Team(Sienna Seagulls ),17.0,2.0,5.0,Brandon Marshall
2016.0,Team(Ben's  Basketballs),18.0,2.0,6.0,Todd Gurley
2016.0,Team(Pinkiest Pinksters),19.0,2.0,7.0,Alshon Jeffery
2016.0,Team(Trinidad Tribal Sharks),20.0,2.0,8.0,LeSean McCoy
2016.0,Team(Babanusa Battle Turtles),21.0,2.0,9.0,Eddie Lacy
2016.0,Team(Tittsburgh Feelers),22.0,2.0,10.0,Amari Cooper
2016.0,Team(Money Ball),23.0,2.0,11.0,DeAndre Hopkins
2016.0,Team(Seattle Mist),24.0,2.0,12.0,A.J. Green
2016.0,Team(Mickey Town),25.0,3.0,1.0,Cam Newton
2016.0,Team(Team Zobel),26.0,3.0,2.0,Arian Foster
2016.0,Team(L.A. Wheat Thins),27.0,3.0,3.0,Jonathan Stewart
2016.0,Team(Rigger _),28.0,3.0,4.0,Carlos Hyde
2016.0,Team(Sienna Seagulls ),29.0,3.0,5.0,Randall Cobb
2016.0,Team(Ben's  Basketballs),30.0,3.0,6.0,Allen Robinson
2016.0,Team(Pinkiest Pinksters),31.0,3.0,7.0,Jamaal Charles
2016.0,Team(Trinidad Tribal Sharks),32.0,3.0,8.0,Keenan Allen
2016.0,Team(Babanusa Battle Turtles),33.0,3.0,9.0,Julian Edelman
2016.0,Team(Tittsburgh Feelers),34.0,3.0,10.0,Carson Palmer
2016.0,Team(Money Ball),35.0,3.0,11.0,Le'Veon Bell
2016.0,Team(Seattle Mist),36.0,3.0,12.0,Russell Wilson
2016.0,Team(Mickey Town),37.0,4.0,1.0,Golden Tate
2016.0,Team(Team Zobel),38.0,4.0,2.0,Josh Gordon
2016.0,Team(L.A. Wheat Thins),39.0,4.0,3.0,Jay Ajayi
2016.0,Team(Rigger _),40.0,4.0,4.0,Jarvis Landry
2016.0,Team(Sienna Seagulls ),41.0,4.0,5.0,Aaron Rodgers
2016.0,Team(Ben's  Basketballs),42.0,4.0,6.0,Thomas Rawls
2016.0,Team(Pinkiest Pinksters),43.0,4.0,7.0,T.Y. Hilton
2016.0,Team(Trinidad Tribal Sharks),44.0,4.0,8.0,Kelvin Benjamin
2016.0,Team(Babanusa Battle Turtles),45.0,4.0,9.0,Tyler Lockett
2016.0,Team(Tittsburgh Feelers),46.0,4.0,10.0,Chris Ivory
2016.0,Team(Money Ball),47.0,4.0,11.0,Lamar Miller
2016.0,Team(Seattle Mist),48.0,4.0,12.0,DeMarco Murray
2016.0,Team(Mickey Town),49.0,5.0,1.0,Ezekiel Elliott
2016.0,Team(Team Zobel),50.0,5.0,2.0,Demaryius Thomas
2016.0,Team(L.A. Wheat Thins),51.0,5.0,3.0,Allen Hurns
2016.0,Team(Rigger _),52.0,5.0,4.0,Eric Decker
2016.0,Team(Sienna Seagulls ),53.0,5.0,5.0,Latavius Murray
2016.0,Team(Ben's  Basketballs),54.0,5.0,6.0,Donte Moncrief
2016.0,Team(Pinkiest Pinksters),55.0,5.0,7.0,Jeremy Maclin
2016.0,Team(Trinidad Tribal Sharks),56.0,5.0,8.0,Jeremy Langford
2016.0,Team(Babanusa Battle Turtles),57.0,5.0,9.0,Matt Forte
2016.0,Team(Tittsburgh Feelers),58.0,5.0,10.0,Michael Floyd
2016.0,Team(Money Ball),59.0,5.0,11.0,Jeremy Hill
2016.0,Team(Seattle Mist),60.0,5.0,12.0,Jimmy Graham
2016.0,Team(Seattle Mist),61.0,6.0,1.0,Matt Jones
2016.0,Team(Money Ball),62.0,6.0,2.0,Duke Johnson Jr.
2016.0,Team(Tittsburgh Feelers),63.0,6.0,3.0,Jordan Matthews
2016.0,Team(Babanusa Battle Turtles),64.0,6.0,4.0,Greg Olsen
2016.0,Team(Trinidad Tribal Sharks),65.0,6.0,5.0,Larry Fitzgerald
2016.0,Team(Pinkiest Pinksters),66.0,6.0,6.0,C.J. Anderson
2016.0,Team(Ben's  Basketballs),67.0,6.0,7.0,DeVante Parker
2016.0,Team(Sienna Seagulls ),68.0,6.0,8.0,Marvin Jones
2016.0,Team(Rigger _),69.0,6.0,9.0,Ameer Abdullah
2016.0,Team(L.A. Wheat Thins),70.0,6.0,10.0,DeAngelo Williams
2016.0,Team(Team Zobel),71.0,6.0,11.0,Rashad Jennings
2016.0,Team(Mickey Town),72.0,6.0,12.0,DeSean Jackson
2016.0,Team(Mickey Town),73.0,7.0,1.0,Travis Kelce
2016.0,Team(Team Zobel),74.0,7.0,2.0,LeGarrette Blount
2016.0,Team(L.A. Wheat Thins),75.0,7.0,3.0,Tavon Austin
2016.0,Team(Rigger _),76.0,7.0,4.0,Blake Bortles
2016.0,Team(Sienna Seagulls ),77.0,7.0,5.0,Melvin Gordon
2016.0,Team(Ben's  Basketballs),78.0,7.0,6.0,Kevin White
2016.0,Team(Pinkiest Pinksters),79.0,7.0,7.0,Jordan Reed
2016.0,Team(Trinidad Tribal Sharks),80.0,7.0,8.0,Frank Gore
2016.0,Team(Babanusa Battle Turtles),81.0,7.0,9.0,T.J. Yeldon
2016.0,Team(Tittsburgh Feelers),82.0,7.0,10.0,Delanie Walker
2016.0,Team(Money Ball),83.0,7.0,11.0,Corey Coleman
2016.0,Team(Seattle Mist),84.0,7.0,12.0,Devin Funchess
2016.0,Team(Seattle Mist),85.0,8.0,1.0,Tim Hightower
2016.0,Team(Money Ball),86.0,8.0,2.0,Torrey Smith
2016.0,Team(Tittsburgh Feelers),87.0,8.0,3.0,Dion Lewis
2016.0,Team(Babanusa Battle Turtles),88.0,8.0,4.0,Stefon Diggs
2016.0,Team(Trinidad Tribal Sharks),89.0,8.0,5.0,Ben Roethlisberger
2016.0,Team(Pinkiest Pinksters),90.0,8.0,6.0,Ryan Mathews
2016.0,Team(Ben's  Basketballs),91.0,8.0,7.0,Derrick Henry
2016.0,Team(Sienna Seagulls ),92.0,8.0,8.0,Emmanuel Sanders
2016.0,Team(Rigger _),93.0,8.0,9.0,Julius Thomas
2016.0,Team(L.A. Wheat Thins),94.0,8.0,10.0,Tom Brady
2016.0,Team(Team Zobel),95.0,8.0,11.0,Laquon Treadwell
2016.0,Team(Mickey Town),96.0,8.0,12.0,Travis Benjamin
2016.0,Team(Mickey Town),97.0,9.0,1.0,Tevin Coleman
2016.0,Team(Team Zobel),98.0,9.0,2.0,Gary Barnidge
2016.0,Team(L.A. Wheat Thins),99.0,9.0,3.0,Michael Thomas
2016.0,Team(Rigger _),100.0,9.0,4.0,Tyler Boyd
2016.0,Team(Sienna Seagulls ),101.0,9.0,5.0,Michael Crabtree
2016.0,Team(Ben's  Basketballs),102.0,9.0,6.0,Drew Brees
2016.0,Team(Pinkiest Pinksters),103.0,9.0,7.0,John Brown
2016.0,Team(Trinidad Tribal Sharks),104.0,9.0,8.0,Martellus Bennett
2016.0,Team(Babanusa Battle Turtles),105.0,9.0,9.0,Eli Manning
2016.0,Team(Tittsburgh Feelers),106.0,9.0,10.0,Markus Wheaton
2016.0,Team(Money Ball),107.0,9.0,11.0,Tyrod Taylor
2016.0,Team(Seattle Mist),108.0,9.0,12.0,Adam Vinatieri
2016.0,Team(Seattle Mist),109.0,10.0,1.0,Dorial Green-Beckham
2016.0,Team(Money Ball),110.0,10.0,2.0,Kamar Aiken
2016.0,Team(Tittsburgh Feelers),111.0,10.0,3.0,Justin Forsett
2016.0,Team(Babanusa Battle Turtles),112.0,10.0,4.0,Giovani Bernard
2016.0,Team(Trinidad Tribal Sharks),113.0,10.0,5.0,Andy Dalton
2016.0,Team(Pinkiest Pinksters),114.0,10.0,6.0,Philip Rivers
2016.0,Team(Ben's  Basketballs),115.0,10.0,7.0,Sterling Shepard
2016.0,Team(Sienna Seagulls ),116.0,10.0,8.0,Danny Woodhead
2016.0,Team(Rigger _),117.0,10.0,9.0,Paul Perkins
2016.0,Team(L.A. Wheat Thins),118.0,10.0,10.0,Isaiah Crowell
2016.0,Team(Team Zobel),119.0,10.0,11.0,Darren Sproles
2016.0,Team(Mickey Town),120.0,10.0,12.0,Vincent Jackson
2016.0,Team(Mickey Town),121.0,11.0,1.0,Texans D/ST
2016.0,Team(Team Zobel),122.0,11.0,2.0,Panthers D/ST
2016.0,Team(L.A. Wheat Thins),123.0,11.0,3.0,Bengals D/ST
2016.0,Team(Rigger _),124.0,11.0,4.0,Jameis Winston
2016.0,Team(Sienna Seagulls ),125.0,11.0,5.0,Steve Smith Sr.
2016.0,Team(Ben's  Basketballs),126.0,11.0,6.0,Coby Fleener
2016.0,Team(Pinkiest Pinksters),127.0,11.0,7.0,Bilal Powell
2016.0,Team(Trinidad Tribal Sharks),128.0,11.0,8.0,Rishard Matthews
2016.0,Team(Babanusa Battle Turtles),129.0,11.0,9.0,Stephen Gostkowski
2016.0,Team(Tittsburgh Feelers),130.0,11.0,10.0,Willie Snead
2016.0,Team(Money Ball),131.0,11.0,11.0,Zach Miller
2016.0,Team(Seattle Mist),132.0,11.0,12.0,Raiders D/ST
2016.0,Team(Seattle Mist),133.0,12.0,1.0,
2016.0,Team(Money Ball),134.0,12.0,2.0,Chiefs D/ST
2016.0,Team(Tittsburgh Feelers),135.0,12.0,3.0,Derek Carr
2016.0,Team(Babanusa Battle Turtles),136.0,12.0,4.0,Mohamed Sanu
2016.0,Team(Trinidad Tribal Sharks),137.0,12.0,5.0,Eric Ebron
2016.0,Team(Pinkiest Pinksters),138.0,12.0,6.0,Mason Crosby
2016.0,Team(Ben's  Basketballs),139.0,12.0,7.0,Michael Thomas
2016.0,Team(Sienna Seagulls ),140.0,12.0,8.0,Tyler Eifert
2016.0,Team(Rigger _),141.0,12.0,9.0,Brock Osweiler
2016.0,Team(L.A. Wheat Thins),142.0,12.0,10.0,Victor Cruz
2016.0,Team(Team Zobel),143.0,12.0,11.0,Dan Bailey
2016.0,Team(Mickey Town),144.0,12.0,12.0,Josh Brown
2016.0,Team(Mickey Town),145.0,13.0,1.0,Devontae Booker
2016.0,Team(Team Zobel),146.0,13.0,2.0,Anquan Boldin
2016.0,Team(L.A. Wheat Thins),147.0,13.0,3.0,Sebastian Janikowski
2016.0,Team(Rigger _),148.0,13.0,4.0,Roberto Aguayo
2016.0,Team(Sienna Seagulls ),149.0,13.0,5.0,Broncos D/ST
2016.0,Team(Ben's  Basketballs),150.0,13.0,6.0,Christine Michael
2016.0,Team(Pinkiest Pinksters),151.0,13.0,7.0,Charles Sims
2016.0,Team(Trinidad Tribal Sharks),152.0,13.0,8.0,Jets D/ST
2016.0,Team(Babanusa Battle Turtles),153.0,13.0,9.0,Cardinals D/ST
2016.0,Team(Tittsburgh Feelers),154.0,13.0,10.0,Rams D/ST
2016.0,Team(Money Ball),155.0,13.0,11.0,Justin Tucker
2016.0,Team(Seattle Mist),156.0,13.0,12.0,
2016.0,Team(Seattle Mist),157.0,14.0,1.0,
2016.0,Team(Money Ball),158.0,14.0,2.0,Marcus Mariota
2016.0,Team(Tittsburgh Feelers),159.0,14.0,3.0,Phillip Dorsett
2016.0,Team(Babanusa Battle Turtles),160.0,14.0,4.0,Jason Witten
2016.0,Team(Trinidad Tribal Sharks),161.0,14.0,5.0,Blair Walsh
2016.0,Team(Pinkiest Pinksters),162.0,14.0,6.0,Martavis Bryant
2016.0,Team(Ben's  Basketballs),163.0,14.0,7.0,Seahawks D/ST
2016.0,Team(Sienna Seagulls ),164.0,14.0,8.0,Zach Ertz
2016.0,Team(Rigger _),165.0,14.0,9.0,
2016.0,Team(L.A. Wheat Thins),166.0,14.0,10.0,Theo Riddick
2016.0,Team(Team Zobel),167.0,14.0,11.0,Josh Doctson
2016.0,Team(Mickey Town),168.0,14.0,12.0,Matthew Stafford
2016.0,Team(Mickey Town),169.0,15.0,1.0,
2016.0,Team(Team Zobel),170.0,15.0,2.0,Tony Romo
2016.0,Team(L.A. Wheat Thins),171.0,15.0,3.0,Ryan Fitzpatrick
2016.0,Team(Rigger _),172.0,15.0,4.0,
2016.0,Team(Sienna Seagulls ),173.0,15.0,5.0,Steven Hauschka
2016.0,Team(Ben's  Basketballs),174.0,15.0,6.0,Graham Gano
2016.0,Team(Pinkiest Pinksters),175.0,15.0,7.0,Spencer Ware
2016.0,Team(Trinidad Tribal Sharks),176.0,15.0,8.0,Jordan Howard
2016.0,Team(Babanusa Battle Turtles),177.0,15.0,9.0,Jared Goff
2016.0,Team(Tittsburgh Feelers),178.0,15.0,10.0,Chandler Catanzaro
2016.0,Team(Money Ball),179.0,15.0,11.0,
2016.0,Team(Seattle Mist),180.0,15.0,12.0,
2017.0,Team(Tittsburgh Feelers),1.0,1.0,1.0,Carlos Hyde
2017.0,Team(Northwest Yeshiva),2.0,1.0,2.0,Demaryius Thomas
2017.0,Team(Money Ball),3.0,1.0,3.0,Le'Veon Bell
2017.0,Team(Mickey Town),4.0,1.0,4.0,Devonta Freeman
2017.0,Team(Rigger _),5.0,1.0,5.0,David Johnson
